round_id,multiplier
1,1.3745401188473625
2,1.9507143064099162
3,1.731993941811405
4,1.5986584841970366
5,1.1560186404424364
6,1.1559945203362028
7,1.0580836121681996
8,1.866176145774935
9,1.6011150117432087
10,1.7080725777960455
11,1.0205844942958024
12,1.9699098521619942
13,1.8324426408004217
14,1.2123391106782762
15,1.1818249672071006
16,1.1834045098534338
17,1.3042422429595377
18,1.524756431632238
19,1.4319450186421157
20,1.291229140198042
21,1.6118528947223796
22,1.139493860652042
23,1.2921446485352182
24,1.3663618432936917
25,1.456069984217036
26,1.7851759613930136
27,1.1996737821583596
28,1.5142344384136117
29,1.5924145688620426
30,1.0464504127199978
31,1.6075448519014384
32,1.1705241236872914
33,1.0650515929852795
34,1.9488855372533331
35,1.9656320330745594
36,1.8083973481164612
37,1.3046137691733706
38,1.0976721140063839
39,1.6842330265121568
40,1.4401524937396013
41,1.1220382348447788
42,1.4951769101112702
43,1.0343885211152184
44,1.909320402078782
45,1.258779981600017
46,1.662522284353982
47,1.311711076089411
48,1.5200680211778108
49,1.5467102793432796
50,1.1848544555255272
51,1.9695846277645586
52,1.7751328233611146
53,1.9394989415641892
54,1.894827350427649
55,1.597899978811085
56,1.9218742350231168
57,1.0884925020519196
58,1.1959828624191453
59,1.045227288910538
60,1.3253303307632645
61,1.3886772896894821
62,1.2713490317738958
63,1.8287375091519293
64,1.3567533266935894
65,1.2809345096873808
66,1.5426960831582486
67,1.1409242249747626
68,1.8021969807540397
69,1.0745506436797707
70,1.9868869366005173
71,1.7722447692966574
72,1.1987156815341724
73,1.0055221171236024
74,1.8154614284548343
75,1.7068573438476171
76,1.7290071680409873
77,1.7712703466859456
78,1.0740446517340905
79,1.3584657285442727
80,1.1158690595251297
81,1.8631034258755936
82,1.623298126827558
83,1.3308980248526492
84,1.0635583502860237
85,1.3109823217156622
86,1.325183322026747
87,1.729606178338064
88,1.6375574713552132
89,1.8872127425763265
90,1.4722149251619494
91,1.1195942459383017
92,1.713244787222995
93,1.7607850486168974
94,1.5612771975694963
95,1.770967179954561
96,1.4937955963643907
97,1.5227328293819942
98,1.4275410183585495
99,1.025419126744095
100,1.1078914269933045
101,2.094287557060203
102,3.909231233791341
103,2.94306794322898
104,3.525712073494108
105,4.7226994217782785
106,2.7478766874466247
107,3.2311487691068894
108,4.266653415629146
109,2.6863944964748674
110,2.230939729486379
111,2.869254358741304
112,2.4836638617620133
113,4.789092957027719
114,4.424361138693251
115,3.9002112695312703
116,4.614381770563153
117,4.411016230697344
118,2.5597101766581076
119,4.677676995469933
120,3.6180267257469523
121,4.422320465492188
122,4.688273899770479
123,2.954010424915592
124,2.33015577358303
125,2.683805487625825
126,3.281323365878769
127,4.45404429776748
128,4.582191749769031
129,2.020856391593572
130,3.532241907732697
131,3.252233009446337
132,2.6663234314121906
133,2.3595961020010483
134,3.012845514210884
135,4.828729111737557
136,2.969608796062266
137,3.556371865230098
138,4.109056876685534
139,3.090888807137882
140,4.915346248162882
141,4.887341884826334
142,2.7553468874760925
143,3.491745517677156
144,2.902634929450309
145,2.8545214831324026
146,2.1106608420635986
147,3.8286930019396905
148,3.5080370696865844
149,2.154436253749968
150,2.835939392709834
151,2.8165317719333074
152,1.4791237813339448
153,1.2897897441824462
154,1.978905520555126
155,2.9713009082212016
156,1.4841105430230008
157,2.344271094811757
158,2.523239230657435
159,1.4752750879847993
160,2.456432697223719
161,1.7355662654385065
162,2.2646116611871587
163,2.2670594215217896
164,2.071549368149517
165,1.1805795401088166
166,2.670604991178476
167,1.6415601299434717
168,1.3730370207997085
169,1.0815502831095278
170,2.181785886376484
171,2.355128723684565
172,1.0331756578557123
173,2.024186116598562
174,1.452991550395876
175,2.2903455808189
176,1.3487328580099829
177,2.381875476204932
178,1.7734706926010748
179,2.873459977473469
180,1.2750418882919865
181,1.682132702100517
182,1.2269470424811781
183,2.8493872365571256
184,2.754678706761962
185,1.5158832554303112
186,2.319968092068358
187,2.6344444004024314
188,2.110401623198925
189,2.0593011567120127
190,1.4837045818009034
191,1.1862055356117984
192,2.7944315159066537
193,2.800836114326661
194,2.266202914546536
195,1.6780595820974014
196,1.6984191492253218
197,2.451911357740479
198,2.794220519905154
199,2.7741728485302346
200,2.5597510917152477
